slot,Cs,Eu,Ec_u,Ep_u,uav_workload_cycles,offload_count,Qc,Qp,uav_x,uav_y
0,10.741353126117232,88.78144055953335,0.1404941985832664,88.64094636095008,14049419858.326641,19,0.0,0.0,200.0,200.0
1,10.668906647997474,130.45330881702785,0.13778241869403465,130.31552639833382,13778241869.403467,19,0.0,0.0,209.62863780453284,217.25328555093333
2,10.743958492696258,130.5776138996744,0.1364452411157854,130.4411686585586,13644524111.578543,18,0.0,0.0,209.48695506237044,217.34056389601892
3,12.402447216663445,129.87571086856227,0.1324339776953635,129.7432768908669,13243397769.53635,18,0.0,0.0,209.33558098847743,217.37817320101385
4,11.09821525983077,129.6622898983367,0.13582154475974778,129.52646835357694,13582154475.974777,18,0.0,0.0,209.54001903267195,217.34170027641017
5,11.728295046904176,126.94988509184475,0.13715680299984234,126.81272828884491,13715680299.984236,18,0.0,0.0,209.7604358396274,217.32070465245351
6,13.701666091449496,130.5076667425354,0.1440097963828985,130.3636569461525,14400979638.28985,17,0.0,0.0,210.1136211366982,217.35035317441557
7,11.877330945267705,131.13206181422274,0.13946474386446409,130.99259707035827,13946474386.44641,18,0.0,0.0,210.2758101450566,217.360197311058
8,10.316743028648716,129.9652499643321,0.13769846453183554,129.82755149980025,13769846453.183556,18,0.0,0.0,210.31135733241368,217.26849345634923
9,11.835122840683006,131.29794946069848,0.136673377268003,131.16127608343047,13667337726.8003,17,0.0,0.0,210.36016729118836,217.07238747210226
10,12.42460825419099,130.6291161542912,0.13445888762624292,130.49465726666497,13445888762.624294,18,0.0,0.0,210.41464168601655,217.02489491831028
11,12.045319318792423,128.84694291833975,0.14006496020210027,128.70687795813765,14006496020.21003,17,0.0,0.0,210.5658237838758,217.01829248754066
12,9.847109451188318,130.37515015347293,0.14271256546505215,130.23243758800788,14271256546.50522,19,0.0,0.0,210.82942563416555,216.97233174636312
13,10.860938367395267,127.64350618404424,0.1407859893146114,127.50272019472963,14078598931.46114,19,0.0,0.0,210.98381920123794,217.05032578216046
14,12.902395489072578,131.20165039878043,0.1332593905419171,131.0683910082385,13325939054.191711,17,0.0,0.0,211.22115498069175,217.27233965863329
15,12.418178775209128,128.03931639944764,0.13758830005802078,127.90172809938963,13758830005.80208,17,0.0,0.0,211.29373186925235,217.32137327234759
16,13.414157837409908,125.54261498962487,0.13866106176514134,125.40395392785973,13866106176.514135,17,0.0,0.0,211.5997504624424,217.34542860224138
17,10.994109886444475,122.77116858322536,0.15170060414001058,122.61946797908536,15170060414.001057,18,0.0,0.0,212.00886243018562,217.36485032389436
18,12.218896024531345,124.15156442903401,0.14447943579819017,124.00708499323582,14447943579.819017,18,0.0,0.0,212.43073237844723,217.6462653680181
19,11.402938874389346,130.4575408450875,0.13222123457246016,130.32531961051504,13222123457.246016,18,0.0,0.0,212.88939820103778,217.67950937143618
20,12.693860969131206,130.59255878325968,0.1441942492244457,130.44836453403522,14419424922.444574,18,0.0,0.0,212.92610939271086,217.51801216484046
21,11.784319566190913,128.43184113608086,0.14831447357215896,128.2835266625087,14831447357.2159,18,0.0,0.0,212.8562431751272,217.37924996085744
22,9.251835348302617,126.66173094279176,0.13128159262247363,126.53044935016929,13128159262.247364,19,0.0,0.0,212.7386080865371,217.11543250332926
23,10.674358229999948,123.1068539677526,0.14334973201213275,122.96350423574047,14334973201.213278,18,0.0,0.0,212.5071641546066,216.8319715274703
