slot,Cs,Eu,Ec_u,Ep_u,uav_workload_cycles,offload_count,Qc,Qp,uav_x,uav_y
0,6.031493077179296,88.74755394259601,0.10660758164592969,88.64094636095008,10660758164.592968,20,0.0,0.0,200.0,200.0
1,6.276151730840661,130.4327192465223,0.11719284818850319,130.31552639833382,11719284818.850319,19,0.0,0.0,209.62863780453284,217.25328555093333
2,4.021536212529584,130.51804359067089,0.07687493211226999,130.4411686585586,7687493211.227001,18,0.0,0.0,209.48695506237044,217.34056389601892
3,7.045501017393954,129.86361995071832,0.12034305985141557,129.7432768908669,12034305985.141556,20,0.0,0.0,209.33558098847743,217.37817320101385
4,5.39979226114507,129.6347497557762,0.10828140219925268,129.52646835357694,10828140219.925268,17,0.0,0.0,209.54001903267195,217.34170027641017
5,5.759067683564599,126.92301155272996,0.11028326388505227,126.81272828884491,11028326388.505228,18,0.0,0.0,209.7604358396274,217.32070465245351
6,6.6426826397967265,130.48838142841038,0.12472448225787562,130.3636569461525,12472448225.787563,18,0.0,0.0,210.1136211366982,217.35035317441557
7,5.604976525396964,131.09894419422483,0.10634712386656943,130.99259707035827,10634712386.656944,18,0.0,0.0,210.2758101450566,217.360197311058
8,5.164448551716672,129.91936432970897,0.09181282990873238,129.82755149980025,9181282990.87324,20,0.0,0.0,210.31135733241368,217.26849345634923
9,9.019105662891162,131.27526617729794,0.11399009386746113,131.16127608343047,11399009386.746113,19,0.0,0.0,210.36016729118836,217.07238747210226
10,6.0891515521953,130.6032375896146,0.10858032294961818,130.49465726666497,10858032294.961817,20,0.0,0.0,210.41464168601655,217.02489491831028
11,6.20202758750938,128.81757939988435,0.11070144174669845,128.70687795813765,11070144174.669842,20,0.0,0.0,210.5658237838758,217.01829248754066
12,7.2420887519016635,130.3605032816583,0.12806569365042197,130.23243758800788,12806569365.042198,19,0.0,0.0,210.82942563416555,216.97233174636312
13,4.998045952146484,127.59396973462725,0.09124953989761997,127.50272019472963,9124953989.761997,20,0.0,0.0,210.98381920123794,217.05032578216046
14,4.682886644378063,131.15062602220712,0.08223501396860262,131.0683910082385,8223501396.860262,20,0.0,0.0,211.22115498069175,217.27233965863329
15,5.608230784735635,128.006674377962,0.10494627857238356,127.90172809938963,10494627857.238354,18,0.0,0.0,211.29373186925235,217.32137327234759
16,6.410225763693917,125.52321749814851,0.11926357028877616,125.40395392785973,11926357028.877617,19,0.0,0.0,211.5997504624424,217.34542860224138
17,6.597363552838206,122.73470798157386,0.11524000248849878,122.61946797908536,11524000248.849878,20,0.0,0.0,212.00886243018562,217.36485032389436
18,8.99478964295246,124.11959568485439,0.11251069161857327,124.00708499323582,11251069161.857328,18,0.0,0.0,212.43073237844723,217.6462653680181
19,7.780938224968636,130.42679634347678,0.1014767329617411,130.32531961051504,10147673296.17411,19,0.0,0.0,212.88939820103778,217.67950937143618
20,6.421495803603977,130.56654861976864,0.11818408573342123,130.44836453403522,11818408573.342121,19,0.0,0.0,212.92610939271086,217.51801216484046
21,6.248364912434019,128.39355878946859,0.11003212695987774,128.2835266625087,11003212695.987772,20,0.0,0.0,212.8562431751272,217.37924996085744
22,5.976030387682511,126.63139246577171,0.1009431156024159,126.53044935016929,10094311560.241589,20,0.0,0.0,212.7386080865371,217.11543250332926
23,6.869512611355661,123.08383124468058,0.12032700894010478,122.96350423574047,12032700894.01048,20,0.0,0.0,212.5071641546066,216.8319715274703
24,5.837994164370549,121.85388891395648,0.10940475998405318,121.74448415397242,10940475998.405315,17,0.0,0.0,212.16269885400507,216.47566251311036
25,4.035156870326145,123.16527697429012,0.07612425824441041,123.08915271604572,7612425824.441042,18,0.0,0.0,211.7097279705281,216.18910614594944
26,5.8979051763529915,130.2092906694163,0.10598873760848414,130.10330193180783,10598873760.848415,20,0.0,0.0,211.23568610903175,216.05981950206356
27,5.862768007262959,130.28531355542205,0.1104810960750787,130.17483245934696,11048109607.50787,17,0.0,0.0,211.06156102032475,216.1152546187477
28,5.8921513074029175,130.46626645824435,0.09921519188747499,130.36705126635687,9921519188.7475,20,0.0,0.0,210.8996951102124,216.0426768512676
29,9.245478698325286,129.7170708254238,0.11152170441908543,129.6055491210047,11152170441.908545,19,0.0,0.0,210.9977301047864,215.913446653902
30,6.254395680056732,131.13349883479037,0.1091736140277332,131.02432522076265,10917361402.773321,20,0.0,0.0,211.18296293070745,215.80138386786197
31,7.230347360832452,127.44651745448328,0.1120628172550594,127.33445463722822,11206281725.50594,18,0.0,0.0,211.27621164080023,215.78956616512386
32,7.749743912992135,126.34767025127042,0.11438802528108001,126.23328222598934,11438802528.108002,19,0.0,0.0,211.58457175537302,215.91355859789323
33,6.7734499413231966,129.17582494021457,0.12136997929812036,129.05445496091644,12136997929.812035,19,0.0,0.0,211.67044004394046,216.2814634562131
34,5.249949684781011,129.91078947494947,0.08816627195591697,129.82262320299355,8816627195.591702,20,0.0,0.0,211.58636361270254,216.51577516426127
35,5.358936841801146,128.02131769325064,0.10302579161414849,127.91829190163648,10302579161.414846,18,0.0,0.0,211.58825594663122,216.71818540674985
36,5.734459598150409,128.5298676462192,0.10163262193316444,128.42823502428604,10163262193.316446,19,0.0,0.0,211.796052291654,216.94307744210056
37,6.461820970908057,123.63237327465777,0.11797060779186497,123.5144026668659,11797060779.186497,19,0.0,0.0,212.06215719437742,217.03562300112827
38,5.775826218672987,125.86555477880657,0.10748092030719808,125.75807385849937,10748092030.71981,18,0.0,0.0,212.28377085175208,217.45789582581855
39,5.2843839767528396,124.9461342242488,0.10039286638058448,124.8457413578682,10039286638.058449,19,0.0,0.0,212.343924560208,217.84951630235338
40,5.347369676032164,124.15990209996146,0.09417980675177229,124.06572229320969,9417980675.177229,19,0.0,0.0,212.48015059665778,218.2574583708888
41,5.0327573524551585,121.98528975004879,0.08935479448072343,121.89593495556807,8935479448.072344,19,0.0,0.0,212.53161870323066,218.71237772305818
42,6.788721167236741,129.4378521066825,0.12391485416792199,129.31393725251456,12391485416.792198,19,0.0,0.0,212.77962061061436,219.1819503513188
43,6.194084037415501,128.1824141313246,0.11316815782639243,128.06924597349823,11316815782.639244,18,0.0,0.0,212.783409656777,219.41609036952892
44,4.73541195297935,129.73765012625543,0.08198901579769606,129.65566111045774,8198901579.769606,20,0.0,0.0,212.8321547812596,219.7112228219108
45,6.2052041242275795,127.64183222329828,0.10719146169240261,127.53464076160587,10719146169.240261,20,0.0,0.0,213.01258624747055,219.82502140684522
46,5.783836735905992,130.10011019403996,0.1055907118699958,129.99451948216995,10559071186.999578,17,0.0,0.0,213.33508343569466,219.85144212973137
47,7.255178716220194,130.6974711989126,0.12677592394839016,130.5706952749642,12677592394.839018,20,0.0,0.0,213.5250184873401,219.86724723818003
48,4.198020603792424,129.8109967541531,0.07572834629969306,129.73526840785343,7572834629.969308,18,0.0,0.0,213.65847858577348,219.92255938879097
